Review,Rating
"Conforme havia perguntado durante a compra, ele é interestellar grey, mas nao é cinza conforme a foto, ele é um verde azulado, mas como vem uma capinha preta protetora, nao faz a menor diferença se é azul, rosa, vermelho, verde ou amarelo porq nao fica ""amostra"" mesmo. Fora isso, chegou certinho, dentro do prazo, nao vem fone, vem carregador (específico do modelo), manual e é NANO CHIP.",5
"Chegou intacto, funciona muito bem e não deixou a desejar!",5
Mto bom,5
Muito bom,5
"Celular atende as necessidades, bateria durável, fotos de ótima qualidade. Pena que no Brasil o preço é alto.",5
"Ótimo aparelho, com uma excelente bateria, processador, ccinjuto de câmeras. Pra mim, Um ótimo custo benefício. Ainda chegou antes que o previsto no minha casa",5
Gostei da qualidade do produto desde a embalagem veio tudo perfeito e antes do previsto,5
"Smartphone excelente, amei",5
"Dinheiro bem gasto, estou totalmente satisfeita mesmo depois de um tempinho com o smartphone. A durabilidade da bateria me encantou, consigo usar o aparelho por várias horas sem me preocupar, e olha que uso bastante aplicativos ao mesmo tempo. A câmera é excelente, consegui resultados incríveis com as traseiras e a frontal, que fez fotos muitos boas em ambientes escuros, nota dez. Jogo de boa com a qualidade máxima de vários jogos e ainda consigo alternar o jogo com outros apps sem que o jogo reinicie, muito bom. Quanto a tela, não tenho muito do que reclamar, não é uma qualidade absurda mas sequer incomoda. É um celular bonitão e muito bom em tudo o que propõe.",5
Muito boa,5
"Veio tudo corretamente, tudo certinho",5
Custo- benefício,5
Maravilhoso,5
VALE A PENA A COMPRA! CELULAR ÓTIMO!,5
"Muito bom, não trava, um ótimo preço, envio rápido, ótimo atendimento ao cliente, versão global e com carregador tipo brasileiro(celular original) fiz a verificação no site da redmi, nota fiscal enviada no e-mail, o meu chegou em três dias em Minas gerais no interior, celular em si muito bonito, cumpre com tudo que promete e muito mais, todos os jogos com a resolução no máximo rodam lisos, nada a reclamar, muito satisfeito com a compra!",5
Para quem quer um celular rápido e com muita bateria esse eu recomendo,5
"Muito bom, adoramos!!
Não tem o que reclamar.",5
"Muito God, recomendo demais!",5
Achei ele muito bom,5
"Produto muito bom!
Só não recebi a nota fiscal desse aparelho",5
"estou adorando, faz um mês que tô usando e o aparelho é ótimo, chegou super rápido!",5
"a entrega foi super rapida, 2 dias eu ja estava com o produto.
o Celular em si, eu gostei muito.",5
Top,5
"Até o momento tem atendido as minhas expectativas, boa duração da bateria, 2 dias.",5
Melhor Custo benefício,5
"Produto original,superou minhas expectativas
A nota fiscal não veio,contatei o vendedor que me enviou no mesmo dia",5
O produto é maravilhoso ! A Bateria dura 2 dias . Chegou antes do previsto !,5
Gostei em todos os aspectos eu recomendo,5
"Amei meu celular bateria ótima telefone superou minhas expectativas
O vendedor muito bom entregou antes do prazo
Super indico!!!",5
"Celular bom, custo benefício ótimo.. Gostei demais, Câmera muito boa..",5
"Recebi o produto no prazo, otimo custo benefício dentre os aparelhos da categoria.",5
"Produto lindo, comprei para trabalhar ele é perfeito, bateria ótima, o vender muito atencioso, chegou antes do prazo, com certeza eu recomendo.",5
"Prazo de entrega excelente, carregador veio versão 3 pinos, celular ótimo até então.",5
"Aparelho impecável e vendedor muito atencioso. Atendeu minha solicitação e enviou muito antes do prazo estipulado. Muito satisfeita!!
Só sugiro trocar as fotos do anúncio, pois o celular da foto é cinza e na descrição podemos ver que o aparelho é azul.",5
Simplesmente perfeito 😍 amei,5
"Ótimo Produto, pedi no dia 17/03 e chegou hj 19/03 (interior de minas), veio tudo certinho e até agora nenhum defeito ou reclamação, remendo.",5
Maravilhoso 🤩,5
"Produto muito bom, superou todas as minhas expectativas. SUPER RECOMENDO!",5
"Gostei bastante, entrega antes do prazo.",5
"Bateria dura muito bem, recomendo por pra carregar com 10/15% e tirar com 90/96%",5
"Excelente produto, está me atendendo em todos os quesitos...",5
"Produto Perfeito, chegou bem embalado na caixa lacrada, conforme escrito na descrição, chegou MUITO ANTES do prazo estabelecido, prazo de 2 dias mas chegou em 24 hras... Só não vem fone de ouvido, poderia vir de BRINDE.. rsrs.. Excelente celular, rápido, câmera excepcional.
OBS: Muitos dizem que tem a função de carregamento por indução, porem NAO tem.",5
Adorei o produto!! O mesmo chegou bem antes da data de entrega!!,5
Muito bom produto.,5
Tô produto em um todo super completo e passou das minhas espectativas...,5
Ótimo aparelho porém a bateria está drenando rápido demais...,5
"Aparelho com bom acabamento, boa duração de bateria , supriu minhas necessidades!",5
Celular muito bom,5
"Camera muito boa, duração de bateria também é boa graças ao sistema operacional da xiaomi que consegue um bom gerenciamento de energia",5
"Eu sou usuário de Android, tinha um Moto Z Play 2, achava o aparelho ótimo e de fato o Moto Z é ótimo. Esse Xiomi é bom sim, não tenho nada a reclamar até agora, mais ou menos um mês de uso.

Vale o preço. Minha irmã era grande apaixonada pela Apple, teve uma enorme resistência em pegar esse Xiami, mas está gostando bastante. Vale a compra, vale o preço sim, acho bem difícil alguém comprar e não gostar.

Ponto negativo dele é o alto falante no ouvido durante as ligações, de fato quando você está com o telefone na orelha o volume do áudio fica baixo sim, fora isso não tenho nenhuma crítica. Como eu uso MUITO fone de ouvido, pra mim o impacto é baixo...",5
"Celular excelente, chegou antes da data prevista",5
"Muito bom, chegou em menos de 3 dias! Fiquei até surpreso com a rapidez! Top",5
O melhor smartphone que eu já comprei. Excelente e cumpre tudo que é prometido. Um excelente custo beneficio.,5
Muito bom,5
"Excelente aparelho e chegou antes do previsto. Com tudo que o dispositivo apresenta pelo ótimo preço, vale muito a pena, recomendo. Amei a cor também pois não sabia como seria, e é mais puxado pro azul como mostra a foto. O celular vem sem fone, porém com capa, película e carregador. Nota fiscal na caixa também.",5
"Ótimo custo benefício! Comprei pro meu irmão e ele amou!
O vendedor foi muito atencioso também!",5
Superou minhas expectativas,5
Melhor compra de celular possível!!! A bateria tem ótimo desempenho mesmo usando o dia todo jamais durou somente um dia. Num ritmo de uso regular ela dura 3 dias fácil. O único defeito para mim é o sistema Android mas aí já não é um problema da marca,5
Ótimo aparelho duração de bateria em dois dias podemos deixar pra mais tempo usando opção de economia de bateria.. ótimas as fotos..,5
um produto bom,5
"adorei o9 produto e mais ainda a eficiencia na entrega , chegou antes do previsto muito bom mesmo eu indico sem sombra de duvida",5
"Me surpreendeu em todos os aspectos, custo benefício excelente, bluetooth ligado o tempo todo e uso constante, a bateria dura mais de 24h. Estou apaixonado.",5
"Celular muito top, chegou em 3 dias. Recomendo",5
"Só me falhou a nota fiscal pois estava no teor do anúncio, no demais 100% entrega em três dias, produto lavrado de acordo com a compra. Super recomendo. Nota 10.",5
Muito bom,5
Muito melhor do que eu esperava!,5
"O celular é lindo!😍
Amei ele, sem contar a câmera que é perfeita. Como arrasa!!!! Amei tudo!!!",5
Melhor duração de Bateria que já vi,5
"aparelho simples porem com eficiência notável, atende muito bem as necessidades, pratico, e conteúdo relevante.",5
"O celular atende todas as demandas que eu preciso. Eu vi que teve críticas a saída de audio dele, mas nossa, no meu está normal e uma saída alta inclusive principalmente pois eu assisto muito drama e série, então tá valendo a pena o uso dele",5
Ótima qualidade.,5
"Produto maravilhoso. Chegou certinho e ainda veio com uma capinha, esse celular é top de linha",5
"Gostei bastante, bateria dura bastante, baixo aplicativo bem rápido e as fotos ficam ótimas. Meu único problema foi a entrega que não foi efetuada pelo correios por conta do bairro que eu moro tive que retirar apenas isso (não tem nada haver com o produto nem com o vendedor).",5
"O redmi note 9S é realmente um celular muito bom, apesar de não ter tela amoled ou NFC ele não deixa nada a desejar em outros quesitos, celular muito bonito, bem construído com um ótimo custo beneficio se comparado principalmente a um iphone qualquer. O vendedor é confiável, enviou o produto assim que o pagamento foi processador, a entrega foi feita 1 semana antes do previsto, mesmo no norte do país.",5
Adorei tudo! Trabalho com vendas on-line é rápido e câmera Top!,5
"Recebi muito antes do prazo, produto muito bem embalado com nota fiscal, lindo aparelho, já tenho experiência com a xiaome, ótimo preço pra categoria. Super indico",5
Melhor custo-benefício para atender às minhas necessidades.,5
O que chegou foi exatamente o que compramos! Expectativa atendida!!,5
"Perfeito! Já vem com uma capinha e a cor interstelar gray é linda, não chega a ser cinza é tipo um azul mas lindo!!! E chegou quase duas semanas antes do prazo.",5
Produto chegou em excelentes condições de embalagem e lacrado conforme esperado.,5
muito bom,5
Olá pessoal aparelho top superou as minhas espectativas duração de bateria de quase dois dias no meu caso em relação a outros app o mais barato e completo Cel top rápido fácil de usar câmera top,5
Muito bom!!!,5
"Excelente celular, superou minhas expectativas.",5
"Entrega Rápido
Produto Maravilhoso

Recomendo",5
Ótimo custo-beneficio.,5
"O melhor celular que comprei, estou satisfeito.",5
Gostei de tudo adorei o produto muito bom agradeço a mik.s comercial por tudo e pela Amazon também estou muito satisfeita,5
"Perfeito funcionamento, o produto original, a bateria dura bastante e vem com nota fiscal.",5
"O celular é ótimo, principalmente a bateria. Recomendo bastante!",5
"Produto excelente. Processador rápido, qualidade das câmeras muito bom. Melhor celular da categoria.",5
O celular atendeu minhas expectativas!,5
Melhor custo beneficio do mercado,5
Custo benefício excelente,5
"Ótimo celular, chegou em um dia, mandaram a cor diferente da que eu escolhi mas pra mim isso é indiferente.
A bateria dura bastante, a câmera é ótima, valeu cada centavo.",5
Bom,5
Ótimo,5
Rápido. Muito bom.,5
Amei o produto. Atende minhas expectativas.,5
"Celular chegou rápido, e bem lacrado, não tenho do que reclamar.
Já o Celular é incrivel e não me arrependo da compra, só acredito que poderia ter uma estabilização na camera e ser aprova de Água.",5
"Excelente, meu irmão está amando a experiência de ter um redmi note 9",5
Aparelho muito rápido no processamento,5
Muito bom otimo custo beneficio celular rapido e não trava recomendo!,5
Um celular com um custo benefício excelente.,5
"Produto excelente, superou minhas expectativas. O envio foi super rápido.",5
"Celular muito bom, chegou antes do prazo previsto. Durabilidade da bateria excelente. Pode comprar, eu indico.",5
"Chegou antes do prazo, veio certinho e sem problemas.",5
"Veio super rápido. Estou em fase de teste ainda, mas já estou amando. Fotos e vídeos maravilhosos",5
"O celular é ótimo, até agora não tive problemas.... É importante se atentar a cor do aparelho que está colocando no carrinho, pq apesar do nome da cor ser "" Interstelar GREY"" o celular é azulado. Mas é top.",5
Smartphone bonito e eficiente.,5
celular perfeito e entrega perfeita estava previsto para 23~26 de fevereiro e chegou 2 dias depois do pagamento (10 de fevereiro) estou muito satisfeito com o atendimento e entrega,5
Ecelente produto,5
"Celular com câmera ótima, agilidade no processador e fácil manuseio.",5
"Gostei bastante do aparelho, bateria com uso intenso dura 2 dias comigo.
Otimo custo benefício.",5
Tudo perfeito adorei 👏👏👏👏👏,5
Produto ótimo. Recomendo,5
Veio corretamente. É um otimo celular.,5
Muito bom! Chegou bem antes do prazo,5
"Produto de ótima qualidade e custo benefício.
Uma excelente opção",5
"Estou ainda aprendendo sobre o aparelho. Mas já adianto que tem se saído muito bem. Sobre estética, é muito bonito. Indico.",5
"CELULAR TOP, MUITO BONITO",5
"Melhor custo benefício do mercado! Além de ser um excelente telefone, a bateria com certeza é um dos pontos fortes do aparelho.
Comprei pelo Mercado Livre em novembro e nao recebi o produto do vendedor, ele nao aparesentou a nota de importaçao e o produto ficou retido na fiscalizaçao, como a compra foi protegida pelo compre seguro recebi o extorno depois de 37 dias e só assim pude comprar da Amazon. Esse tipo de compra recomendo de loja grande que se preocupa com o cliente. Estou extremamente satisfeito com loja e o produto.",5
"Indico o aparelho, por seu custo benefício.
Tele grande, boa para quem gosta de jogar ou ver filmes.
Gostei muito.",5
"Aparelho além de bonito tem uma resposta rápida no que se refere ao desbloqueio e ao acesso de aplicativos.
Muito rápido, não trava em nada.
Câmera excelente (estou fazendo fotos e vídeo de alta qualidade).",5
"A bateria dura 2 dias usando o modo econômico, com uso contínuo... Aparelho rápido e fácil de mexer",5
Estou gostando muito da aquisição.,5
Ótimo aparelho,5
"Já vou o meu terceiro Xiaomi. Pra mim não existe outra opção com melhor custo benefício. Muito performático! Satisfeito demais!!
Este 9S tá top!",5
"No começo fiquei meio cismado com as diferenças, mas o produto é excelente, a bateria pra mim dura 3-4 dias sem ir na tomada, câmera boa, memoria excelente. Por enquanto não tenho arrependimentos.",5
Gostei de tudo que foi prometido... O único item que me surpreendeu foi o tamanho do aparelho... mas não é um defeito.,5
"Entrega mega rápida e o celular muito bom, vem com Capa e película, surpreendeu!",5
"Bateria dura bem, custo-benefício ótimo",5
"Ele é tudo isso q promete mesmo. Bateria boa, desempenho ótimo, roda tudo e por enquanto não me deixou na mão. Tem bastantes funções interessantes e q valem a pena explorar.",5
"Excelente produto em todos os quesitos. A câmera é excelente, o processador, a tela e a bateria também não deixam nada a desejar. Estou completamente satisfeito com o produto.",5
"Atendeu minhas expectativas, excelente smartphone",5
"Produto veio perfeito, já tem dois meses de uso e não tenho do que reclamar",5
"Eu gostei de tudo!!!! O aparelho não trava.
Câmaras boas. A bateria dura dia todo com internet ligada!!!!! Ativo nas redes sociais.",5
"Produto resistente, bateria de ótima durabilidade e processador bom.",5
"Muito bom, roda lisinho, a memória é muito boa, as câmeras também são boas, tem uma tela íncrivel, e quando utiliza o HDR fica melhor ainda, super recomendo, com o HDR ativado, parece aquelas imagens de tv 4k, muito top, o brilho da tela é muito bom, tem sensor, você pode usar o seu celular como um controle, ele é um celular intermediário muito bom, os jogos rodam muito bem nele, tem temas gratuitos da própria xiaomi que você pode usar, vem com pelicula e capinha, tem um carregador mais potente do que ele aguenta, isso é muito bom, o som é stereo, sai som só de um lado, são 6G de RAM, isso irá evitar travamentos, e se você está em dúvida entre o redmi note 9 e o redmi note 9s, eu recomendo esse, a diferença de preço é pouca, e eu vi que o redmi note 9 estava sofrendo problemas, lógico, eles irão resolver, mas eu recomendo esse, se você está em dúvida, é só pesquisar no Youtube qual é o melhor.",5
"Celular fantástico. Com um preço show de bola, valor muito bem pago pelo o que o aparelho oferece. Gostei demais!",5
"Gostei do aparelho, para meu uso ele é ótimo",5
"Produto de qualidade, envio e entrega rápida. Cumpre o que promete.",5
"Ótimo celular, muito bonito, bateria um monstro, câmera dele nem se fala, estou supresso com o ele. vale muito a pena,recomendo.",5
Atendeu as expectativas. Ótimo custo benefício.,5
não tenho do que reclamar,5
"Gostei muito, o tamanho é grande mas nada exagerado. Superou minhas expectativas e chegou bem rápido.",5
"Gostei muito da experiência de compra, chegou antes do esperado, pedi dia 31/12/2020 e chegou dia 11/01/2021. O produto (Redmi Note 9S) é exatamente como eu esperava. Nota 10!",5
gostei bastante do produto. Estou muito satisfeito.,5
Até o momento estou satisfeita com o produto e chegou no prazo.,5
Produto e vendedor atenderam as expectativas,5
"Celular top demais, atende todos os quesitos.",5
"Há tempos que busco um celular não tão caro, mas que tivesse um custo-benefício bom!! Sempre tive um pouco de preconceito com Xiaomi, pois sempre fui usuário de Samsung.
Até o momento me surpreendi e não tive problemas.",5
"Excelente aparelho tela grande, bateria dura muito e carga super rápida.",5
"Chegou bem rápido, lacrado na caixa",5
"Perfeito,ótimo custo-benefício,câmeras,bateria e desempenho não deixam nem um pouco a desejar,chegou antes do prazo !❤️",5
"Produto OK, chegou na data certa. Me enviaram a cor errada, mas isso é um detalhe minimo.",5
"Excelente aparelho e chegou antes do esperado!
Nota 10",5
"Maravilho, câmera, bateria, tela e processador extremamente bom. Roda tranquilo os jogos mais pesados e sem sufoco. Celular perfeito.",5
"Celular bom, atendimento rápido, entrega no prazo, apenas não gostei do carregador, pois é conector internacional.
Fora isso o celular é perfeito.",5
Só não gostei porque fiz o pedido na cor interstelar Grey e veio na cor azul.,5
"Produto bem construído e acabado. Sistema rápido e fluído, qualidade de imagens excelente.",5
Produto excelente. Recomendo,5
"Celular incrível só elogios, bateria excelente, só faltou a nota fiscal",5
Estou gostando muito,5
Excelente aquisição,5
Perfeito,5
Excelente custo benefício,5
Atendendo muito bem.,5
"-Saber o número do lote é importante pois alguns aparelhos estão vindo com a tela da ""tianma"", ela está apresentando ""retenção de tela""... Fique atento quanto a isso!

Aparelho muito bom, recomendo!",5
Excelente,5
"Melhor celular < R$2000,00. Podem pesquisar. Xiaomi top demais. Câmera incrível, bateria gigante.",5
"Bom... Já faz 2 meses que estou com ele e a cada dia eu me surpreendo mais com essa máquina! Bateria nota 10! Como mostra na foto, eu consegui utilizar ele com mais de 11 horas de tela ligada. Processador é super rápido, ainda mais com 6 GB de RAM. A tela é enorme e muito bonita, sem grandes surpresas. O áudio é alto e de boa qualidade, porém, só sai em baixo. As câmeras são muito boas e te dá uma diversidade de opções para suas fotos e vídeos! Câmeras excelentes e de boa qualidade! Portanto, o celular é top e bem equilibrado em todos os sentidos!!! Valeu muito a pena 👏🏻",5
"Melhor aparelho que já tive, até o momento",5
Muito nom,5
"Gostei da duração da bateria, muito bem acabado e teve um bom custo benefício.",5
Podem comprar sem medo! Um celular perfeito...,5
Otimo,5
"adorei o aparelho, atendeu todas minhas expectativas.",5
produto excelente super recomendo,5
Excelente smartphone bateria top e ótimo custo benefício...,5
ótimo produto,5
"Excelente produto da Xiaomi. Bateria com duração longa, produto resistente e ótima configuração de hardware. O produto chegou dentro do prazo e adequadamente armazenado.
O atendimento foi bom e atenderam minhas solicitações a respeito da nota fiscal de maneira satisfatória.",5
"Ótimo celular, vale a pena",5
"Rápido, Excelente produto",5
Muito bom,5
"Celular flúido, com autonomia de bateria bastante satisfatória. Uso moderadamente e dura 2 dias e meio. Imagens da Câmera são boas, não chega a ser a melhor do mercado na faixa de valor, mas são excelentes. Desbloqueio pela digital muito rápido. Estou com ele a menos de 1 mês e esta superando minhas expectivas.",5
top aparelho superou as espectativas,5
"Aparelho maravilhoso, chegou bem antes do tempo. Super recomendo. Bateria dura bastante, carrego um dia sim outro não.",5
"Achei o celular incrível pelo preço que paguei, tela linda, bateria está durando bem, todos os recursos funcionam perfeitamente, a capinha é linda, a traseira nem se fala, e ainda rodou os jogos mais pesados que eu conheço sem dificuldade alguma. As câmeras deixa um pouco a desejar por não serem tao boas assim ainda mais a macro e grande angular, o android da Xiaomi é ruim com tanta propaganda nos app dela, o áudio mono achei bem ultrapassado, e a digital lateral é um pouco difícil de usar com a mão esquerda, mas para um celular mediano pra cima, com preço mediano também achei incrível! Um dos melhores produtos que pude comprar esse ano.",5
"Chegou antes do prazo, tudo certo, o aparelho é muito lindo e veio com a nota fiscal, tudo nos conformes, indico super",5
"Ótimo celular, super rápido, não esquenta, a bateria dura mesmo utilizando o app whats direto, porém material do celular por ser de vidro deve sempre estar de capinha para não correr o risco de quebrar, bem como estar com película na tela para não ocorrer problema durante uma queda.",5
Ótimo produto! O mais importante a se salientar é a duração da bateria! Chega a durar 2 dias! Ótimo custo benefício! Recomendo fortemente! A entrega foi perfeita!,5
Produto de ótima qualidade. Dentro dos padrões desejados. Ótima compra. Indico muito.,5
"Muito bom, mas ainda sem nota fiscal!",5
Produto muito bom bom demais,5
"o celular atende as expectativas para sua faixa de preço! chegou muito rápido, sem problema nenhum, está funcionando perfeitamente. Pra quem deseja um intermediário esse é uma boa escolha.",5
Produto fantástico,5
"Uso para trabalho e pessoal, me atende muito bem, a duração da bateria é excelente. Chegou tudo certo antes do prazo. O vendedor enviou NF por email depois que eu solicitei.",5
"Câmera excelente, Tela do celular é excelente, Tamanho bom cabe bem na mão.",5
A bateria dura muito. Excelente,5
"Celular com ótima bateria, fotos muito boa. E o melhor que não fica travando.",5
Melhor do que esperávamos.,5
Excelente produto!,5
"Pelo tanto de coisas q ele faz e velocidade, achei q ia ter problema com a bateria, mas isso me surpreendeu, pois a bateria dele é mto boa, eu uso ele para trabalho então uso o dia inteiro, e ele me atende perfeitamente, pelo tanto q uso ele dura dois dias a bateria",5
Excelente!!,5
"Fiz a compra antes da black friday com o preço muito bom. Durante a black friday, o preço subiu bastante. Mas o produto vale a pena. Só não pude comprar o Mi10 Lite por causa desse dólar nas alturas.",5
"O celular realmente me impressionou. Tem um desempenho muito bom e uma bateria absurdamente duradoura (o dobro dos celulares que já tive).
Um ponto que pode ser considerado negativo para algumas pessoas é o tamanho e o peso, mas isso não me incomoda.",5
"Amei o celular e chegou antes do prazo.
A experiência com Amazon foi muito boa, recomendo.",5
Produto muito bom e entrega dentro do prazo!!,5
Aparelho muito bom não tenho o que reclamar ótimo custo benefício.,5
"Até o momento desta avaliação, produto excelente, funciona muito bem. Adorei o produto.",5
"Ótimo, entrega super rápida
Podem confiar ..super recomendo",5
"Muito bom,recomendo!bateria boa,o material com boa resistência,o custo benefício adequado.",5
Ótimo Produto,5
"Ainda estou verificando os detalhes, mas percebi que no meu dia a dia a bateria tem durabilidade de 3 dias, muito além da minha expectativa e o custo benefício foi ótimo, 6 GB de RAM e 128 GB de memória, para o meu uso é excelente.",5
Ótimo duração de bateria,5
Chegou em três dias o celular comprei na quarta-feira e chegou na sexta e o celular até o momento está sendo ótima estou gostando muito recomendo,5
"Me surpreende a cada dia, em questão de custo benefício ele é fantástico tem ótimas câmeras, o infravermelho é muito bom eu uso para controlar quase tudo em casa, eu adorei esse celular 👍",5
A bateria dura bastante tempo e o desempenho é muito bom sem travamentos.,5
Bom,5
Produto muito bom,5
Até agora estou gostando,5
Muito bom,5
Superou as expectativas,5
Ótimo produto e entrega antecipada,5
"Excelente produto, bateria boa duração, custo benefício. Eu recomendo.",5
"Ótimo celular, compraria novamente",5
"Produto chegou com 5 dias de antecedência, original, tela perfeita, câmera razoável pelo preço está justo demais, melhor celular custo benefício que achei.",5
"Muito bom, até o momento nada a reclamar. Entrega dentro do prazo, até antes do previsto. Demorou uns 15dias, chegou bem embalado, lacrado. Carregador padrão brasileiro. Estou me adaptando ao sistema dele, mas, tranquilo. Ainda estou testando as funcionalidades, então não irei opinar ainda.",5
BAITA celular. Custo benefício ótimo.,5
Produto excelente e chegou muito rápido !,5
Melhor custo benefício do momento,5
"Eu tinha Redmi Note 7, comprei um Redmi Note 8 para minha esposa e troquei o meu para Redmi Note 9 e agora um Redmi Note 9S.

Estou satisfeito, um excelente custo-beneficio, duração de bateria incrivel pois utilizo o aparelho para trabalho no período da manhã e a tarde pelo WhatsApp e redes sociais, e uso a noite para entretenimento como YouTube e Jogos. Tiro do carregador as 7h da manhã e só volto a colocar por volta das 22h.

Com um Android totalmente fluido sem engasgos e um armazenamento excelente que nem damos conta de ocupar todo, mesmo tirando fotos em alta resolução.

A entrega foi Rápida e aconteceu antes do prazo previsto.",5
Otimo,5
"Bateria ARRETADA , muito boa a durabilidade
Custo Benefício deixou a desejar
No segundo mês de uso apresentou um problema GRAVÍSSIMO no fone superior por onde ouvimos as ligações, ele parou de VEZ, não funcionava. Porém depois voltou a funcionar normalmente. Coincidentemente esse Problema ocorreu após atualizar para a MIUI 12 e alterou o plano de Fundo para o Planeta Vermelho... bem, não sei se foi isso, mas depois voltou ao normal",5
Celular muito Top. Não deixa a desejar em nada para as marcas tradicionais. Câmera maravilhosa! Entrega rápida.,5
"Bem rápido, bateria dura horrores, não trava, perfeito",5
Excelente,5
"Entrega rápido , celular muito bonito. E ótimo",5
"Produto excelente qualidade, custo benefício e muito top... Recomendo o vendedor entrega bem antes do prazo.",5
"Recomendo este produto. Ele é perfeito. Ótima bateria, bem duradoura. Câmeras que proporcionam fotos espetaculares. Enfim, ótimo custo benefício!!!!",5
"Celular toop, um dos melhores que já tive. Recomendo de mais",5
Excelente aparelho,5
"Celular ótimo processamento, preço baixo.",5
"Chegou com quase uma semana após o pedido feito, bem embaladinho, com uma capinha de plástico e com um recibo de compra. Muito lindo o aparelho!",5
Atende a todas as minhas necessidades.,5
"Segundo Xiaomi que eu compro e cada vez me surpreende mais, melhor que todos de outras marcas que tive.
Não me arrependo de ter comprado, vale muito cada centavo, uma pena que já abaixou o preço depois que eu comprei hahahahaha",5
Amei minha compra. Ótimo aparelho!,5
"é um excelente produto, veio no momento certo para agregar o melhor do dia dia.",5
Celular incrível e entrega super rápida :) superou minhas expectativas!,5
"Aparelho muito bom e com boa duração de bateria, somente as câmeras que n me chamou muito atenção.",5
"Produto perfeito, maravilhoso... Surpreendeu todas as minhas expectativas, fiquei com medo pelas reclamações do Áudio, mas é ótimo.
Chegou em 5 dias úteis, muito rápido.
Agora quero comprar bum para minha mãe.",5
"Tudo o que eu esperava e a entrega chegou bem antes do prazo, produto muito bom",5
Gostei muito,5
Produto maravilhoso,5
Excelente aparelho,5
"Muito bom, bateria dura dois a três dias utilizando para ligações e redes sociais.",5
"Melhor celular que já comprei. Amei a qualidade das fotos, a bateria dura 2 dias, vale a pena!",5
"Ótimo celular e a entrega super rápida, chegou bem antes do previsto.",5
"Entrega super rápida, chegou 10 dias antes do prazo, aparelho intacto, tudo certinho, ótimo celular!",5
"Tolefone incrível. Bateria dura bastante, câmeras razoáveis. O processador é rápido e a memória RAM e interna (6/128) é algo a se destacar.
Pontos negativos: foi difícil achar kkk mas acredito que seu tamanho atrapalha para por no bolso e andar na rua ou no ônibus. Chama a atenção. É também pesado. Mas nada disso me incomodou. Nem acho que seja realmente pontos negativos.

Enfim, pode comprar sem medo (P.S. pesquisa bem onde vc vai comprar, pesquisa antes todos os vendedores para não ter prejuízo).",5
Amei todas as caracteristicas <3,5
"Demorei muitos anos para trocar de celular. Estava pensando em comprar um Iphone XR, mas resolvi entrar no mundo da Xiaomi, apesar do preconceito que existia. Vou te falar que estou encantado a cada dia de uso. É sensacional a experiência. Com certeza dominará o mundo dos smartphones. Não troco mais de marca por nada! A próxima compra será o Mi Band 5.",5
"Muito bom, celular veio como esperado e entrega antes do prazo, showw!!!",5
"Sem sombra de dúvidas foi é o melhor celular que já tive. A bateria dura bastante, isso que eu passo praticamente o dia todo ouvindo música, mexendo nele e jogando. A câmera é muito boa e o desempenho dele é sensacional. Recomendo bastante, tem um ótimo custo benefício.",5
"Muito bom, vale MT a pena",5
